Source Name	Material Type	Characteristics[CellType]	Characteristics[Organism]	Characteristics[Sex]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfCollection]	Unit[TimeUnit]
5136062LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	Low	10	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5136062LRA	P-MTAB-23069	5136062LRA	synthetic_RNA	biotin	P-MTAB-23070	3017282003	A-AFFY-43	003017282003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	Low	24	hour
5136071LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	Middle	50	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5136071LRA	P-MTAB-23069	5136071LRA	synthetic_RNA	biotin	P-MTAB-23070	3017281018	A-AFFY-43	003017281018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	Middle	2	hour
5136072LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	Middle	50	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5136072LRA	P-MTAB-23069	5136072LRA	synthetic_RNA	biotin	P-MTAB-23070	3017281019	A-AFFY-43	003017281019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	Middle	2	hour
5136081LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	Middle	50	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5136081LRA	P-MTAB-23069	5136081LRA	synthetic_RNA	biotin	P-MTAB-23070	3017281026	A-AFFY-43	003017281026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	Middle	8	hour
5136082LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	Middle	50	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5136082LRA	P-MTAB-23069	5136082LRA	synthetic_RNA	biotin	P-MTAB-23070	3017281027	A-AFFY-43	003017281027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	Middle	8	hour
5136091LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	Middle	50	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5136091LRA	P-MTAB-23069	5136091LRA	synthetic_RNA	biotin	P-MTAB-23070	3017282004	A-AFFY-43	003017282004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	Middle	24	hour
5136092LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	Middle	50	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5136092LRA	P-MTAB-23069	5136092LRA	synthetic_RNA	biotin	P-MTAB-23070	3017282005	A-AFFY-43	003017282005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	Middle	24	hour
5136101LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	High	250	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5136101LRA	P-MTAB-23069	5136101LRA	synthetic_RNA	biotin	P-MTAB-23070	3017281020	A-AFFY-43	003017281020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	High	2	hour
5136102LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	High	250	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5136102LRA	P-MTAB-23069	5136102LRA	synthetic_RNA	biotin	P-MTAB-23070	3017281021	A-AFFY-43	003017281021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	High	2	hour
5136111LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	High	250	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5136111LRA	P-MTAB-23069	5136111LRA	synthetic_RNA	biotin	P-MTAB-23070	3017281028	A-AFFY-43	003017281028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	High	8	hour
5136112LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	High	250	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5136112LRA	P-MTAB-23069	5136112LRA	synthetic_RNA	biotin	P-MTAB-23070	3017281029	A-AFFY-43	003017281029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	High	8	hour
5136121LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	High	250	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5136121LRA	P-MTAB-23069	5136121LRA	synthetic_RNA	biotin	P-MTAB-23070	3017282006	A-AFFY-43	003017282006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	High	24	hour
5136122LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nifedipine	ChEMBL	CHEMBL193	High	250	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5136122LRA	P-MTAB-23069	5136122LRA	synthetic_RNA	biotin	P-MTAB-23070	3017282007	A-AFFY-43	003017282007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nifedipine	ChEMBL	CHEMBL193	High	24	hour
5201011LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5201011LRA	P-MTAB-23069	5201011LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465008	A-AFFY-43	003017465008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nimesulide	ChEMBL	CHEMBL56367	Control	2	hour
5201012LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5201012LRA	P-MTAB-23069	5201012LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465009	A-AFFY-43	003017465009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nimesulide	ChEMBL	CHEMBL56367	Control	2	hour
5201021LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5201021LRA	P-MTAB-23069	5201021LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465016	A-AFFY-43	003017465016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.28.zip	nimesulide	ChEMBL	CHEMBL56367	Control	8	hour
5201022LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5201022LRA	P-MTAB-23069	5201022LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465017	A-AFFY-43	003017465017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Control	8	hour
5201031LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5201031LRA	P-MTAB-23069	5201031LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465024	A-AFFY-43	003017465024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Control	24	hour
5201032LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5201032LRA	P-MTAB-23069	5201032LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465025	A-AFFY-43	003017465025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Control	24	hour
5201041LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Low	3	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5201041LRA	P-MTAB-23069	5201041LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465010	A-AFFY-43	003017465010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Low	2	hour
5201042LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Low	3	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5201042LRA	P-MTAB-23069	5201042LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465011	A-AFFY-43	003017465011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Low	2	hour
5201051LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Low	3	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5201051LRA	P-MTAB-23069	5201051LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465018	A-AFFY-43	003017465018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Low	8	hour
5201052LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Low	3	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5201052LRA	P-MTAB-23069	5201052LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465019	A-AFFY-43	003017465019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Low	8	hour
5201061LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Low	3	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5201061LRA	P-MTAB-23069	5201061LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465026	A-AFFY-43	003017465026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Low	24	hour
5201062LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Low	3	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5201062LRA	P-MTAB-23069	5201062LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465027	A-AFFY-43	003017465027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Low	24	hour
5201071LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Middle	15	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5201071LRA	P-MTAB-23069	5201071LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465012	A-AFFY-43	003017465012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Middle	2	hour
5201072LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Middle	15	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5201072LRA	P-MTAB-23069	5201072LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465013	A-AFFY-43	003017465013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Middle	2	hour
5201081LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Middle	15	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5201081LRA	P-MTAB-23069	5201081LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465020	A-AFFY-43	003017465020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Middle	8	hour
5201082LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Middle	15	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5201082LRA	P-MTAB-23069	5201082LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465021	A-AFFY-43	003017465021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Middle	8	hour
5201091LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Middle	15	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5201091LRA	P-MTAB-23069	5201091LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465028	A-AFFY-43	003017465028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Middle	24	hour
5201092LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	Middle	15	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5201092LRA	P-MTAB-23069	5201092LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465029	A-AFFY-43	003017465029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	Middle	24	hour
5201101LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	High	75	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5201101LRA	P-MTAB-23069	5201101LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465014	A-AFFY-43	003017465014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	High	2	hour
5201102LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	High	75	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5201102LRA	P-MTAB-23069	5201102LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465015	A-AFFY-43	003017465015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	High	2	hour
5201111LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	High	75	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5201111LRA	P-MTAB-23069	5201111LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465022	A-AFFY-43	003017465022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	High	8	hour
5201112LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	High	75	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5201112LRA	P-MTAB-23069	5201112LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465023	A-AFFY-43	003017465023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	High	8	hour
5201121LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	High	75	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5201121LRA	P-MTAB-23069	5201121LRA	synthetic_RNA	biotin	P-MTAB-23070	3017465030	A-AFFY-43	003017465030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	High	24	hour
5201122LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nimesulide	ChEMBL	CHEMBL56367	High	75	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5201122LRA	P-MTAB-23069	5201122LRA	synthetic_RNA	biotin	P-MTAB-23070	3017466001	A-AFFY-43	003017466001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nimesulide	ChEMBL	CHEMBL56367	High	24	hour
5026011LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5026011LRA	P-MTAB-23069	5026011LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128012	A-AFFY-43	003017128012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Control	2	hour
5026012LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5026012LRA	P-MTAB-23069	5026012LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128013	A-AFFY-43	003017128013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Control	2	hour
5026021LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5026021LRA	P-MTAB-23069	5026021LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128020	A-AFFY-43	003017128020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Control	8	hour
5026022LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5026022LRA	P-MTAB-23069	5026022LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128021	A-AFFY-43	003017128021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Control	8	hour
5026031LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5026031LRA	P-MTAB-23069	5026031LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128028	A-AFFY-43	003017128028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Control	24	hour
5026032LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5026032LRA	P-MTAB-23069	5026032LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128029	A-AFFY-43	003017128029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Control	24	hour
5026041LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Low	5	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5026041LRA	P-MTAB-23069	5026041LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128014	A-AFFY-43	003017128014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Low	2	hour
5026042LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Low	5	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5026042LRA	P-MTAB-23069	5026042LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128015	A-AFFY-43	003017128015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Low	2	hour
5026051LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Low	5	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5026051LRA	P-MTAB-23069	5026051LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128022	A-AFFY-43	003017128022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Low	8	hour
5026052LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Low	5	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5026052LRA	P-MTAB-23069	5026052LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128023	A-AFFY-43	003017128023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Low	8	hour
5026061LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Low	5	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5026061LRA	P-MTAB-23069	5026061LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128030	A-AFFY-43	003017128030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Low	24	hour
5026062LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Low	5	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5026062LRA	P-MTAB-23069	5026062LRA	synthetic_RNA	biotin	P-MTAB-23070	3017130001	A-AFFY-43	003017130001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Low	24	hour
5026071LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	nitrofurantoin	ChEMBL	CHEMBL572	Middle	25	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5026071LRA	P-MTAB-23069	5026071LRA	synthetic_RNA	biotin	P-MTAB-23070	3017128016	A-AFFY-43	003017128016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.29.zip	nitrofurantoin	ChEMBL	CHEMBL572	Middle	2	hour
