Source Name	Material Type	Characteristics[CellType]	Characteristics[Organism]	Characteristics[Sex]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfCollection]	Unit[TimeUnit]
5099052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	Low	6	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5099052LRA	P-MTAB-23090	5099052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016033029	A-AFFY-44	003016033029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	Low	8	hour
5099061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	Low	6	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5099061LRA	P-MTAB-23090	5099061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016034006	A-AFFY-44	003016034006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	Low	24	hour
5099062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	Low	6	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5099062LRA	P-MTAB-23090	5099062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016034007	A-AFFY-44	003016034007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	Low	24	hour
5099071LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	Middle	30	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5099071LRA	P-MTAB-23090	5099071LRA	synthetic_RNA	biotin	P-MTAB-23091	3016033022	A-AFFY-44	003016033022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	Middle	2	hour
5099072LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	Middle	30	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5099072LRA	P-MTAB-23090	5099072LRA	synthetic_RNA	biotin	P-MTAB-23091	3016033023	A-AFFY-44	003016033023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	Middle	2	hour
5099081LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	Middle	30	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5099081LRA	P-MTAB-23090	5099081LRA	synthetic_RNA	biotin	P-MTAB-23091	3016033030	A-AFFY-44	003016033030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	Middle	8	hour
5099082LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	Middle	30	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5099082LRA	P-MTAB-23090	5099082LRA	synthetic_RNA	biotin	P-MTAB-23091	3016034001	A-AFFY-44	003016034001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	Middle	8	hour
5099091LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	Middle	30	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5099091LRA	P-MTAB-23090	5099091LRA	synthetic_RNA	biotin	P-MTAB-23091	3016034008	A-AFFY-44	003016034008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	Middle	24	hour
5099092LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	Middle	30	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5099092LRA	P-MTAB-23090	5099092LRA	synthetic_RNA	biotin	P-MTAB-23091	3016034009	A-AFFY-44	003016034009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	Middle	24	hour
5099101LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	High	150	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5099101LRA	P-MTAB-23090	5099101LRA	synthetic_RNA	biotin	P-MTAB-23091	3016033024	A-AFFY-44	003016033024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	High	2	hour
5099102LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	High	150	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5099102LRA	P-MTAB-23090	5099102LRA	synthetic_RNA	biotin	P-MTAB-23091	3016033025	A-AFFY-44	003016033025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	High	2	hour
5099111LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	High	150	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5099111LRA	P-MTAB-23090	5099111LRA	synthetic_RNA	biotin	P-MTAB-23091	3016034002	A-AFFY-44	003016034002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	High	8	hour
5099112LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	High	150	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5099112LRA	P-MTAB-23090	5099112LRA	synthetic_RNA	biotin	P-MTAB-23091	3016034003	A-AFFY-44	003016034003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	High	8	hour
5099121LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	High	150	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5099121LRA	P-MTAB-23090	5099121LRA	synthetic_RNA	biotin	P-MTAB-23091	3016034010	A-AFFY-44	003016034010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	High	24	hour
5099122LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulfasalazine	ChEMBL	CHEMBL421	High	150	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5099122LRA	P-MTAB-23090	5099122LRA	synthetic_RNA	biotin	P-MTAB-23091	3016034011	A-AFFY-44	003016034011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulfasalazine	ChEMBL	CHEMBL421	High	24	hour
5258011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5258011LRA	P-MTAB-23090	5258011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073011	A-AFFY-44	003016073011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	Control	8	hour
5258012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5258012LRA	P-MTAB-23090	5258012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073012	A-AFFY-44	003016073012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	Control	8	hour
5258021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5258021LRA	P-MTAB-23090	5258021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073017	A-AFFY-44	003016073017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	Control	24	hour
5258022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5258022LRA	P-MTAB-23090	5258022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073018	A-AFFY-44	003016073018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	Control	24	hour
5258031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	Middle	600	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5258031LRA	P-MTAB-23090	5258031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073013	A-AFFY-44	003016073013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	Middle	8	hour
5258032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	Middle	600	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5258032LRA	P-MTAB-23090	5258032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073014	A-AFFY-44	003016073014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	Middle	8	hour
5258041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	Middle	600	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5258041LRA	P-MTAB-23090	5258041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073019	A-AFFY-44	003016073019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	Middle	24	hour
5258042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	Middle	600	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5258042LRA	P-MTAB-23090	5258042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073020	A-AFFY-44	003016073020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	Middle	24	hour
5258051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	High	3000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5258051LRA	P-MTAB-23090	5258051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073015	A-AFFY-44	003016073015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	High	8	hour
5258052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	High	3000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5258052LRA	P-MTAB-23090	5258052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073016	A-AFFY-44	003016073016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	High	8	hour
5258061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	High	3000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5258061LRA	P-MTAB-23090	5258061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073021	A-AFFY-44	003016073021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	High	24	hour
5258062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulindac	ChEMBL	CHEMBL15770	High	3000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5258062LRA	P-MTAB-23090	5258062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016073022	A-AFFY-44	003016073022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulindac	ChEMBL	CHEMBL15770	High	24	hour
5280011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5280011LRA	P-MTAB-23090	5280011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084015	A-AFFY-44	003016084015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	Control	8	hour
5280012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5280012LRA	P-MTAB-23090	5280012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084016	A-AFFY-44	003016084016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	Control	8	hour
5280021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5280021LRA	P-MTAB-23090	5280021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084021	A-AFFY-44	003016084021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	Control	24	hour
5280022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5280022LRA	P-MTAB-23090	5280022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084022	A-AFFY-44	003016084022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	Control	24	hour
5280031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	Middle	1000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5280031LRA	P-MTAB-23090	5280031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084017	A-AFFY-44	003016084017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	Middle	8	hour
5280032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	Middle	1000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5280032LRA	P-MTAB-23090	5280032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084018	A-AFFY-44	003016084018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	Middle	8	hour
5280041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	Middle	1000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5280041LRA	P-MTAB-23090	5280041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084023	A-AFFY-44	003016084023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	Middle	24	hour
5280042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	Middle	1000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5280042LRA	P-MTAB-23090	5280042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084024	A-AFFY-44	003016084024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	Middle	24	hour
5280051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	High	5000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5280051LRA	P-MTAB-23090	5280051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084019	A-AFFY-44	003016084019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	High	8	hour
5280052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	High	5000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5280052LRA	P-MTAB-23090	5280052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084020	A-AFFY-44	003016084020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	High	8	hour
5280061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	High	5000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5280061LRA	P-MTAB-23090	5280061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084025	A-AFFY-44	003016084025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.45.zip	sulpiride	ChEMBL	CHEMBL26	High	24	hour
5280062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	sulpiride	ChEMBL	CHEMBL26	High	5000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5280062LRA	P-MTAB-23090	5280062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016084026	A-AFFY-44	003016084026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	sulpiride	ChEMBL	CHEMBL26	High	24	hour
5228011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5228011LRA	P-MTAB-23090	5228011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063008	A-AFFY-44	003016063008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	Control	8	hour
5228012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5228012LRA	P-MTAB-23090	5228012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063009	A-AFFY-44	003016063009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	Control	8	hour
5228021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5228021LRA	P-MTAB-23090	5228021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063014	A-AFFY-44	003016063014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	Control	24	hour
5228022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5228022LRA	P-MTAB-23090	5228022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063015	A-AFFY-44	003016063015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	Control	24	hour
5228031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	Middle	16	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5228031LRA	P-MTAB-23090	5228031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063010	A-AFFY-44	003016063010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	Middle	8	hour
5228032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	Middle	16	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5228032LRA	P-MTAB-23090	5228032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063011	A-AFFY-44	003016063011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	Middle	8	hour
5228041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	Middle	16	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5228041LRA	P-MTAB-23090	5228041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063016	A-AFFY-44	003016063016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	Middle	24	hour
5228042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	Middle	16	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5228042LRA	P-MTAB-23090	5228042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063017	A-AFFY-44	003016063017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	Middle	24	hour
5228051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	High	80	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5228051LRA	P-MTAB-23090	5228051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063012	A-AFFY-44	003016063012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	High	8	hour
5228052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	High	80	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5228052LRA	P-MTAB-23090	5228052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063013	A-AFFY-44	003016063013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	High	8	hour
5228061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	High	80	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5228061LRA	P-MTAB-23090	5228061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063018	A-AFFY-44	003016063018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	High	24	hour
5228062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	tacrine	ChEMBL	CHEMBL95	High	80	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5228062LRA	P-MTAB-23090	5228062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016063019	A-AFFY-44	003016063019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.46.zip	tacrine	ChEMBL	CHEMBL95	High	24	hour
